filename,page_number,chunk_number,chunk
clothing_brand_employee_report_2021_termination_exact_year.pdf,1,1,Clothing Brand Employee Annual Wage Report - 2021 Employer Employee Fullname SSN Date of Hire Termination Date Reported Year Annual Salary Wages Q1 Wages Q2 Wages Q3 Wages Q4 Resident ChicWave Clothing Adam Green 281-55-0881 2015-12-20 2021 73635.2 18245.33 18131.59 18479.59 18778.69 Massachusetts ChicWave Clothing Adam Hunter 804-23-8225 2019-04-16 2021 105937.97 26886.69 26452.42 26132.37 26466.49 Missouri ChicWave Clothing Alexander Davis 777-58-1481 2015-05-11 2021 101167.65 24983.99 24948.43 25347.4 25887.83 Iowa ChicWave Clothing Alexander Knight 845-67-4486 2020-09-26 2021 30007.06 7146.16 7718.38 7888.07 7254.45 Tennessee ChicWave Clothing Alexandra Hart 708-02-7463 2019-09-22 2021 104017.02 25725.53 26345.13 25674.68 26271.68 Arkansas Chic
clothing_brand_employee_report_2021_termination_exact_year.pdf,1,2,Wave Clothing Alexandra White 385-89-5633 2011-08-03 2021 102471.18 26108.08 25449.83 25184.41 25728.86 Washington ChicWave Clothing Alexandria Mitchell 522-10-5319 2012-04-05 2021 110227.7 27922.21 27596.85 27983.97 26724.67 Nebraska ChicWave Clothing Alexis Scott 198-93-7074 2014-02-28 2021 91768.97 23087.44 23025.09 22786.35 22870.09 Minnesota ChicWave Clothing Allison Campbell 038-39-8640 2016-11-22 2021 94821.12 23814.84 23326.89 23734.81 23944.58 Alaska ChicWave Clothing Amanda Chang 373-12-2728 2011-01-31 2021 61352.88 15453.52 15830.5 15107.85 14961.01 Minnesota ChicWave Clothing Amanda Miller MD 023-13-0590 2011-06-18 2021 97221.47 24259.71 24258.87 24337.58 24365.31 Idaho ChicWave Clothing Amanda Murray MD 173-88-9069 2014-06-02 2021-06-0
clothing_brand_employee_report_2021_termination_exact_year.pdf,1,3,8 2021 36315.33 8639.62 9446.64 8623.16 9605.91 New York ChicWave Clothing Amy Davis 874-97-4342 2016-03-02 2021 100246.69 24927.72 25270.49 25366.83 24681.65 New Mexico ChicWave Clothing Amy Schultz 550-84-5850 2020-10-19 2021-01-21 2021 84978.5 21256.56 21404.54 20847.49 21469.91 Minnesota ChicWave Clothing Andrea Taylor 229-18-8850 2013-04-14 2021-06-05 2021 88175.1 21715.28 22151.93 21874.41 22433.48 Indiana ChicWave Clothing Angela Barton 626-68-4068 2014-10-08 2021 78342.86 19657.56 19194.89 19097.79 20392.62 Nevada ChicWave Clothing Angela Burton 686-90-4912 2014-02-12 2021 75821.46 19354.98 19081.37 18738.83 18646.28 Utah ChicWave Clothing Angela Coleman 147-50-7067 2014-08-18 2021 117613.43 29203.38 29483.72 28948.49 29977.84 New Mexico Ch
clothing_brand_employee_report_2021_termination_exact_year.pdf,1,4,icWave Clothing Angela Hernandez 766-38-0281 2014-09-06 2021 49305.58 12756.21 12572.18 12184.28 11792.91 South Carolina ChicWave Clothing Angela Riddle 140-27-5620 2014-02-12 2021 93762.1 23873.4 23112.1 23720.1 23056.5 New Hampshire ChicWave Clothing Angela Roman 834-21-0098 2017-08-21 2021 50561.17 12889.64 12254.47 12326.01 13091.05 Utah ChicWave Clothing Angelica Williams 111-56-6447 2020-05-30 2021 106635.8 26948.87 26576.44 27118.3 25992.19 Vermont ChicWave Clothing Anna Guerrero 680-26-8853 2011-08-11 2021 42877.39 10350.64 11058.76 10763.01 10704.98 Nevada ChicWave Clothing Anna Smith 640-53-8577 2017-11-15 2021 61405.43 15814.21 15730.76 15612.84 14247.62 Iowa ChicWave Clothing Ariana Anthony 139-06-0468 2013-09-03 2021 90472.91 22904.52 
clothing_brand_employee_report_2021_termination_exact_year.pdf,1,5,22914.7 22222.39 22431.3 Colorado ChicWave Clothing Ashley Holmes 730-27-2427 2016-09-17 2021 40605.58 10224.97 10380.77 9807.66 10192.18 Pennsylvania ChicWave Clothing Ashley King 271-30-8534 2017-03-08 2021-12-16 2021 46061.6 11506.19 11380.56 11024.66 12150.19 Louisiana ChicWave Clothing Austin Manning 513-18-4159 2018-08-16 2021 53194.73 13329.72 13292.52 13730.72 12841.77 Michigan ChicWave Clothing Barbara Jenkins 828-58-7432 2014-01-26 2021 44449.56 11317.07 10850.64 11006.71 11275.14 Pennsylvania ChicWave Clothing Benjamin Mendoza 856-72-8005 2016-08-18 2021-12-23 2021 97091.32 24654.18 24643.51 24466.38 23327.25 Nebraska ChicWave Clothing Benjamin Rubio 181-08-6701 2020-12-11 2021 100555.74 24955.84 25199.76 24939.07 25461.07 Montana Page 1
clothing_brand_employee_report_2021_termination_exact_year.pdf,2,1,Clothing Brand Employee Annual Wage Report - 2021 ChicWave Clothing Benjamin Shea 647-11-6856 2015-11-18 2021 60015.67 14530.27 14509.45 14787.76 16188.19 Hawaii ChicWave Clothing Beth Ballard 553-49-5505 2018-04-24 2021 119744.44 30410.83 29791.99 29597.46 29944.16 Pennsylvania ChicWave Clothing Beverly Thompson 258-56-5140 2017-11-21 2021 51542.78 12698.34 12431.9 12662.16 13750.38 Oregon ChicWave Clothing Bradley Mcneil 701-69-5490 2012-04-24 2021 77227.21 19450.39 19012.82 19413.59 19350.41 Vermont ChicWave Clothing Brady Martinez 292-15-3990 2018-01-22 2021 40815.81 10125.03 9902.48 10540.53 10247.77 Minnesota ChicWave Clothing Brandon Rodgers 535-58-0241 2020-06-10 2021 47510.79 11768.55 11741.66 11690.21 12310.37 Minnesota ChicWave Clo
clothing_brand_employee_report_2021_termination_exact_year.pdf,2,2,thing Brett Peters 111-81-3532 2017-08-09 2021 91135.16 22777.74 23175.5 22530.87 22651.05 Wisconsin ChicWave Clothing Brian Brown 794-89-8271 2020-05-30 2021 46499.83 11367.89 12065.92 11366.49 11699.53 Wisconsin ChicWave Clothing Brian Daniels PhD 649-75-1638 2011-10-27 2021-08-04 2021 32339.98 8324.97 8061.72 8244.64 7708.65 Alabama ChicWave Clothing Brianna Cox 185-24-2786 2012-12-26 2021 31501.23 7576.4 8253.58 8198.29 7472.96 Kansas ChicWave Clothing Brittany Dyer 884-59-1872 2015-11-12 2021 107242.44 26834.27 26930.68 26406.85 27070.64 Louisiana ChicWave Clothing Brittany Gross 653-54-5546 2020-07-15 2021-09-08 2021 76400.83 19052.8 18763.43 19387.06 19197.54 Colorado ChicWave Clothing Brittany Sanchez 228-40-1498 2016-04-15 2021 76875
clothing_brand_employee_report_2021_termination_exact_year.pdf,2,3,.04 18872.17 19533.92 19212.6 19256.35 Wyoming ChicWave Clothing Bryan Huynh 058-95-2597 2020-03-31 2021 42604.45 10295.14 10695.43 11106.72 10507.16 Connecticut ChicWave Clothing Bryce Collins 784-06-3832 2019-02-07 2021 38737.04 9446.27 9556.77 10024.2 9709.8 Arizona ChicWave Clothing Caitlin Torres 191-41-3173 2011-07-14 2021 34307.32 8106.41 8084.99 8830.82 9285.1 Vermont ChicWave Clothing Calvin Eaton 014-31-0475 2020-03-15 2021 105996.01 26156.0 26071.19 26185.16 27583.66 Nebraska ChicWave Clothing Calvin Newman 882-85-9793 2013-07-11 2021-02-27 2021 45951.32 11827.15 11706.29 11668.99 10748.89 Alabama ChicWave Clothing Cameron Wang 402-02-1823 2020-06-30 2021 37662.12 9903.14 9693.77 9367.38 8697.83 Alabama ChicWave Clothing Carla Skin
clothing_brand_employee_report_2021_termination_exact_year.pdf,2,4,ner 307-28-2799 2016-05-18 2021-05-09 2021 99539.33 24730.97 24757.26 25004.66 25046.44 Arizona ChicWave Clothing Carlos Avila 667-62-9179 2020-05-05 2021 73769.37 18872.62 18939.23 18828.02 17129.5 Alabama ChicWave Clothing Carol Bradley 145-15-1356 2015-04-23 2021 53257.77 13373.48 13736.5 13401.35 12746.44 Montana ChicWave Clothing Carol Henderson 750-35-5966 2014-08-07 2021 104275.44 26563.9 26339.5 26484.43 24887.61 Hawaii ChicWave Clothing Carolyn Schroeder PhD 671-38-2187 2020-09-10 2021-07-12 2021 105060.07 26306.59 25897.28 26236.86 26619.34 Alaska ChicWave Clothing Carrie Jones 896-64-8261 2012-06-05 2021-02-22 2021 47081.95 12034.86 12027.02 12165.08 10854.99 Montana ChicWave Clothing Carrie Phillips 343-92-5751 2018-05-30 2021 898
clothing_brand_employee_report_2021_termination_exact_year.pdf,2,5,94.98 22488.2 22425.92 22788.92 22191.94 Idaho ChicWave Clothing Carrie Williams 810-37-7182 2015-03-17 2021 61247.86 15469.4 15000.94 15504.35 15273.17 Mississippi ChicWave Clothing Cathy Rios 144-28-8263 2015-08-26 2021 109452.62 27785.95 26866.2 27040.48 27759.99 Montana ChicWave Clothing Chad Morales 729-85-3973 2019-07-08 2021 73308.82 17977.79 18095.61 18457.33 18778.09 Oklahoma ChicWave Clothing Chase Clark 653-42-5726 2015-01-23 2021-10-24 2021 67142.36 16506.23 17211.84 16643.75 16780.54 Kentucky ChicWave Clothing Chelsea King 116-18-2470 2018-12-13 2021 113536.14 28106.63 28120.37 28484.96 28824.18 South Dakota ChicWave Clothing Christian Phillips 207-78-5875 2013-01-04 2021 114825.37 28544.69 28517.48 28981.08 28782.12 Georgia Page 2
