filename,page_number,chunk_number,chunk
clothing_brand_employee_report_2022_termination_exact_year.pdf,1,1,Clothing Brand Employee Annual Wage Report - 2022 Employer Employee Fullname SSN Date of Hire Termination Date Reported Year Annual Salary Wages Q1 Wages Q2 Wages Q3 Wages Q4 Resident ChicWave Clothing Adrian Garcia 679-05-6894 2017-12-07 2022 33150.21 8661.24 8449.14 8592.95 7446.88 Minnesota ChicWave Clothing Alec Weaver 374-60-3401 2016-07-10 2022 74638.98 18198.29 18605.25 19068.33 18767.11 Virginia ChicWave Clothing Alejandro Nelson 474-50-5294 2017-12-10 2022 35422.36 9247.23 8634.74 8896.03 8644.36 Hawaii ChicWave Clothing Alexa Mccarthy 595-43-3778 2018-08-13 2022-06-10 2022 90657.39 22491.73 23070.68 22356.21 22738.77 Arizona ChicWave Clothing Alexander Johnson 194-83-7054 2015-07-12 2022-02-09 2022 93963.03 23250.16 23735.75 2376
clothing_brand_employee_report_2022_termination_exact_year.pdf,1,2,9.6 23207.52 Delaware ChicWave Clothing Alexander Valdez 224-67-0106 2018-11-18 2022 68597.28 17513.95 17412.34 17249.04 16421.95 Virginia ChicWave Clothing Alexandra Velasquez 161-41-2100 2016-04-05 2022-10-22 2022 98615.7 24374.18 24776.54 24233.15 25231.83 Kansas ChicWave Clothing Alfred Bell 090-96-9175 2016-06-20 2022 90342.25 22538.2 22332.8 22354.92 23116.33 Hawaii ChicWave Clothing Alicia Lee 854-63-7558 2014-05-08 2022 75444.11 19194.03 18472.69 19007.7 18769.69 Vermont ChicWave Clothing Alicia Pratt 078-80-8670 2012-05-20 2022 62124.28 15242.21 15945.77 15530.08 15406.22 Minnesota ChicWave Clothing Alicia Williams 544-72-8073 2019-08-25 2022 99202.88 24655.33 24433.31 24373.81 25740.43 Florida ChicWave Clothing Alison Russell 319
clothing_brand_employee_report_2022_termination_exact_year.pdf,1,3,-30-6799 2015-02-11 2022 36289.08 9486.14 8998.06 9406.88 8398.0 Nevada ChicWave Clothing Allen Bush 127-55-1985 2017-11-08 2022 52760.76 12771.24 12794.32 12984.68 14210.52 Georgia ChicWave Clothing Alyssa Daniels 220-94-7119 2012-12-14 2022 82805.9 20713.4 20322.54 20338.66 21431.3 Pennsylvania ChicWave Clothing Amanda Freeman 466-21-6864 2019-04-22 2022 39192.86 9706.28 10267.01 10129.88 9089.69 Florida ChicWave Clothing Amanda Jackson 039-70-4318 2014-01-11 2022 52140.96 13510.63 12749.84 13058.4 12822.09 North Carolina ChicWave Clothing Amanda Knight 763-19-1776 2019-11-22 2022 113481.77 28844.58 28295.38 28691.57 27650.24 Iowa ChicWave Clothing Amanda Miller 763-22-3221 2016-02-05 2022 106228.59 26480.99 26559.56 26272.22 26915.82 Ar
clothing_brand_employee_report_2022_termination_exact_year.pdf,1,4,kansas ChicWave Clothing Amanda Weaver 022-89-7167 2013-12-11 2022 103116.04 26006.98 26103.38 25771.39 25234.29 Alabama ChicWave Clothing Amber Ramirez 588-48-7099 2021-11-30 2022-08-22 2022 43250.52 11048.56 11201.75 11250.42 9749.79 North Carolina ChicWave Clothing Amber Simmons 256-26-8118 2017-08-01 2022 112877.53 28027.25 27746.82 28345.11 28758.35 Alabama ChicWave Clothing Amy Glenn 738-19-4972 2016-01-14 2022 51962.74 13158.18 13253.26 12592.69 12958.61 Pennsylvania ChicWave Clothing Amy Montoya 435-02-3344 2019-04-27 2022 111370.01 28247.11 27392.08 28103.08 27627.74 South Dakota ChicWave Clothing Amy Ross 644-70-4997 2021-10-17 2022 47897.34 12177.82 12416.3 12227.45 11075.77 Delaware ChicWave Clothing Amy Sawyer 893-19-4268 2021
clothing_brand_employee_report_2022_termination_exact_year.pdf,1,5,-03-04 2022 91904.99 22963.4 23336.33 22552.64 23052.62 South Carolina ChicWave Clothing Amy Williams 179-07-2272 2018-06-19 2022 47357.04 11900.92 11350.63 12322.99 11782.5 Colorado ChicWave Clothing Andrea Miller 714-78-1769 2013-05-28 2022 33131.62 8663.92 8720.65 8406.3 7340.75 Oklahoma ChicWave Clothing Andrea Obrien 704-67-1744 2018-01-25 2022 111700.95 28367.03 27932.66 27917.05 27484.21 Georgia ChicWave Clothing Andres Becker 293-09-1322 2016-05-16 2022 42527.93 10284.41 10596.27 10558.66 11088.59 New Mexico ChicWave Clothing Andrew Moore 634-96-8616 2015-09-04 2022 71333.76 17393.8 18060.31 17579.2 18300.45 Idaho ChicWave Clothing Angel Reese 344-46-4681 2018-07-11 2022 58489.05 14918.79 14741.16 14282.21 14546.89 Tennessee Page 1
clothing_brand_employee_report_2022_termination_exact_year.pdf,2,1,Clothing Brand Employee Annual Wage Report - 2022 ChicWave Clothing Angela Taylor 264-64-1616 2012-01-18 2022 105322.33 26552.18 26619.95 26039.74 26110.46 Montana ChicWave Clothing Ann Bradley 050-66-5226 2014-10-08 2022 52765.29 13304.84 13295.45 13664.24 12500.76 North Carolina ChicWave Clothing Anna Patel 868-91-8373 2014-05-16 2022 59477.28 14419.69 15154.05 15020.33 14883.21 Mississippi ChicWave Clothing Anthony Day 298-25-7909 2018-06-23 2022 79230.8 20060.07 19971.52 19338.92 19860.29 Alabama ChicWave Clothing Anthony Martinez 115-64-2629 2020-10-03 2022 30070.6 7200.17 7647.58 7651.08 7571.77 New York ChicWave Clothing Anthony Robertson 015-34-4450 2012-09-20 2022-04-26 2022 52296.62 13105.8 12696.61 13495.18 12999.03 Arizona Ch
clothing_brand_employee_report_2022_termination_exact_year.pdf,2,2,icWave Clothing Ashlee Mills 586-52-8866 2017-07-12 2022 68765.97 17640.12 17201.18 17473.21 16451.46 Colorado ChicWave Clothing Ashley Gordon 766-54-4581 2014-05-23 2022 63236.53 15985.71 15973.86 15788.77 15488.19 Wyoming ChicWave Clothing Ashley Oneill 004-12-5292 2021-02-19 2022 57821.8 14385.0 14116.53 14429.66 14890.61 Arkansas ChicWave Clothing Ashley Powell 695-53-6661 2021-09-30 2022 36912.23 9341.78 9574.52 9389.17 8606.76 Oregon ChicWave Clothing Ashley Spears 807-54-4220 2019-07-24 2022 40331.0 10089.97 10396.33 9999.21 9845.49 Virginia ChicWave Clothing Austin Hudson 601-44-1174 2020-04-21 2022-01-26 2022 52833.44 13654.92 13656.61 12970.79 12551.12 Idaho ChicWave Clothing Barbara Carrillo 899-39-8588 2013-04-26 2022 101009.
clothing_brand_employee_report_2022_termination_exact_year.pdf,2,3,35 24931.2 25729.01 25208.21 25140.93 Oregon ChicWave Clothing Barbara Hale 899-36-8976 2018-01-05 2022 101811.04 25117.06 25796.79 25409.01 25488.18 Virginia ChicWave Clothing Blake Sandoval 502-16-8558 2018-06-25 2022 37944.59 9513.99 9671.66 9907.54 8851.4 Florida ChicWave Clothing Brad Smith 261-41-6351 2013-05-10 2022 43801.2 11024.47 11106.94 10485.9 11183.89 South Carolina ChicWave Clothing Brett Ellis 148-82-2018 2016-03-04 2022-04-19 2022 54221.8 13078.04 13819.15 13313.52 14011.09 Rhode Island ChicWave Clothing Brian Johnson 160-18-7982 2017-06-27 2022 49176.93 12175.0 12116.37 12334.24 12551.32 Alaska ChicWave Clothing Brian Long 053-43-8115 2017-09-04 2022 57850.94 14752.99 14895.94 14895.1 13306.91 New Hampshire ChicWave Clo
clothing_brand_employee_report_2022_termination_exact_year.pdf,2,4,thing Brian Lowe 145-17-6148 2015-08-29 2022 80748.53 20248.2 20505.14 20154.85 19840.34 Montana ChicWave Clothing Brian Powell 454-88-5511 2013-03-16 2022 88590.07 22159.91 22396.38 22282.38 21751.4 Alabama ChicWave Clothing Brian Roberts 861-64-1720 2012-11-23 2022 97478.77 23932.45 24246.12 24848.83 24451.37 Illinois ChicWave Clothing Brian Vasquez 642-95-9103 2014-12-25 2022 30074.89 7358.43 8018.72 7340.64 7357.1 Michigan ChicWave Clothing Brian White 688-92-6066 2020-06-28 2022-02-11 2022 100943.37 25459.29 25248.26 24839.08 25396.74 South Carolina ChicWave Clothing Brian Williams 204-38-9265 2019-02-07 2022 96651.06 24382.73 24261.5 23736.07 24270.76 South Carolina ChicWave Clothing Brianna Cruz 175-49-9258 2017-11-23 2022 97656.3
clothing_brand_employee_report_2022_termination_exact_year.pdf,2,5,2 24165.89 24672.66 24673.23 24144.54 Rhode Island ChicWave Clothing Brittany Anderson 744-01-1189 2021-09-17 2022-03-10 2022 95362.89 23906.4 23982.98 23409.38 24064.13 Alaska ChicWave Clothing Caitlin Novak 132-96-8634 2016-01-30 2022 36136.8 9449.86 9060.25 8937.05 8689.64 Florida ChicWave Clothing Caleb Ford 062-23-9861 2018-12-24 2022 48260.89 12249.82 12282.57 12297.71 11430.79 Massachusetts ChicWave Clothing Carla Mcguire 724-89-3944 2018-03-22 2022 79017.96 19743.78 19992.57 19696.45 19585.16 Nevada ChicWave Clothing Carol Mata 135-57-4829 2013-05-12 2022 59797.03 15191.33 15091.61 15068.25 14445.84 Tennessee ChicWave Clothing Carolyn Parker 375-68-7379 2019-05-23 2022 83898.17 21091.29 20583.31 21391.28 20832.29 New Hampshire Page 2
clothing_brand_employee_report_2022_termination_exact_year.pdf,3,1,Clothing Brand Employee Annual Wage Report - 2022 ChicWave Clothing Catherine Mccoy 759-50-6431 2013-01-05 2022 80256.43 20449.69 19716.04 19642.42 20448.28 Washington ChicWave Clothing Chad Robertson 166-29-1641 2020-11-04 2022-06-22 2022 118561.25 29442.38 29829.36 29617.65 29671.86 Kentucky ChicWave Clothing Charles Baxter 182-35-6689 2017-08-15 2022 72588.5 18116.33 18585.85 18370.49 17515.83 Indiana ChicWave Clothing Charlotte Davis 054-97-5728 2015-10-10 2022 35294.95 9178.22 8777.48 8364.29 8974.96 New Hampshire ChicWave Clothing Chris Mooney 409-72-5392 2019-05-03 2022 62078.76 15287.43 15525.21 15557.99 15708.13 Kentucky ChicWave Clothing Christina Baird 191-33-9227 2017-03-14 2022 116595.66 29556.69 28668.08 29571.45 28799.44 Indiana ChicWave Clothin
clothing_brand_employee_report_2022_termination_exact_year.pdf,3,2,g Christina Fuller 765-26-4851 2020-07-25 2022-05-19 2022 65843.53 16619.88 15987.27 16915.66 16320.72 Wisconsin ChicWave Clothing Christina Jennings 192-86-4078 2021-10-24 2022 104293.62 25642.77 26151.02 26340.2 26159.63 Iowa ChicWave Clothing Christina Ware 839-58-8124 2014-08-14 2022 44439.16 11440.48 11182.85 11129.09 10686.74 South Dakota ChicWave Clothing Christine Fernandez DVM 212-46-0597 2021-11-25 2022 106000.17 26719.85 26696.16 26249.71 26334.45 Wyoming ChicWave Clothing Christine Mitchell 597-14-5008 2013-02-19 2022 102059.54 25188.39 25330.53 25938.86 25601.76 Pennsylvania ChicWave Clothing Christopher Hughes 037-54-1756 2012-01-12 2022-04-13 2022 52629.47 13612.04 12985.72 13467.53 12564.18 Arizona ChicWave Clothing Christopher Klein 233-07-177
clothing_brand_employee_report_2022_termination_exact_year.pdf,3,3,5 2015-11-27 2022 70438.91 18024.4 18084.95 17974.22 16355.34 Georgia ChicWave Clothing Christopher Nelson 429-14-5096 2016-12-16 2022 67383.72 16841.47 17300.19 16959.22 16282.84 Alabama ChicWave Clothing Christopher Schultz 877-65-4158 2015-02-27 2022 95494.99 23888.15 23749.24 24052.2 23805.4 Rhode Island ChicWave Clothing Christopher Williams 731-56-6585 2021-09-19 2022 33561.3 8381.45 8514.28 8447.66 8217.91 New York ChicWave Clothing Cindy Monroe 424-39-5214 2019-08-27 2022 61991.06 15765.95 15953.81 15022.86 15248.44 Mississippi ChicWave Clothing Connie Gutierrez 626-43-9715 2017-11-24 2022-08-10 2022 45223.52 11624.39 11702.82 11008.17 10888.14 Maine ChicWave Clothing Connie Miller 350-37-2569 2018-06-06 2022 108550.67 27044.56 27265.35 27451.92 26788.
clothing_brand_employee_report_2022_termination_exact_year.pdf,3,4,84 Tennessee ChicWave Clothing Corey Stout 063-83-2427 2012-03-29 2022-03-02 2022 114838.55 28335.78 28306.66 28359.19 29836.92 Virginia ChicWave Clothing Courtney Larson 347-59-9368 2021-11-06 2022 93314.92 23095.78 23160.52 23584.54 23474.08 Ohio ChicWave Clothing Cristian Thomas 022-49-5971 2012-10-13 2022-04-16 2022 38362.0 9603.17 9238.79 9900.83 9619.21 Washington ChicWave Clothing Cynthia Robertson 319-93-1023 2016-03-13 2022-02-15 2022 102102.73 25238.37 26001.67 25063.75 25798.94 Florida ChicWave Clothing Cynthia Williams 171-70-5102 2014-08-30 2022 92002.08 23307.97 23403.38 23496.25 21794.48 Colorado ChicWave Clothing Daniel Brandt 885-03-8677 2019-08-20 2022 101788.21 25509.13 25186.04 25234.45 25858.59 Illinois ChicWave Clothing Daniel Davis 081-1
clothing_brand_employee_report_2022_termination_exact_year.pdf,3,5,4-3331 2018-08-12 2022 76382.72 18688.83 18657.89 18799.98 20236.02 Idaho ChicWave Clothing Daniel Johnson 804-87-7436 2019-07-21 2022 109698.51 27552.99 27520.08 27241.77 27383.67 Minnesota ChicWave Clothing Daniel Thomas 887-54-9228 2016-11-03 2022-01-24 2022 94259.06 23837.09 23314.23 23710.4 23397.34 Pennsylvania ChicWave Clothing Danielle Charles 654-13-9919 2021-02-14 2022 67290.37 17102.91 16500.18 16622.65 17064.63 Maryland ChicWave Clothing Darlene Figueroa 618-95-7199 2019-06-13 2022 116114.0 29203.23 29177.19 28696.02 29037.56 Maine ChicWave Clothing Darrell Kim 847-24-7926 2020-01-06 2022 116995.74 28765.28 29453.35 28795.75 29981.36 Iowa ChicWave Clothing David Berry 476-67-3995 2020-03-25 2022 61677.2 15280.52 15000.66 14939.08 16456.94 Texas Page 3
clothing_brand_employee_report_2022_termination_exact_year.pdf,4,1,Clothing Brand Employee Annual Wage Report - 2022 ChicWave Clothing David Miller 647-14-8765 2021-07-06 2022 36218.17 9051.37 8815.47 8892.27 9459.06 North Carolina ChicWave Clothing David Morales 167-67-9192 2013-01-30 2022 49893.13 12869.92 12457.69 12135.02 12430.5 Nevada ChicWave Clothing David Spencer 722-92-0355 2012-02-03 2022 99267.49 24413.52 25300.65 24838.86 24714.46 Massachusetts ChicWave Clothing David Stewart 262-45-0672 2012-02-16 2022 41027.98 10037.48 9999.7 10277.64 10713.16 Montana ChicWave Clothing David Turner 083-36-7846 2019-05-23 2022 91488.14 23343.89 22539.11 22954.87 22650.27 Delaware ChicWave Clothing David Wagner 817-45-9788 2014-04-01 2022 35590.31 8643.54 8440.22 8727.7 9778.85 Vermont ChicWave Clothing 
